920,GONAL-F,44,FDA dataset
255,FML,40,FDA dataset
2065,GLYRX-PF,40,FDA dataset
1936,RUBY-FILL,36,FDA dataset
1898,GYNE-SULF,36,FDA dataset
483,XYLO-PFAN,36,FDA dataset
1875,ANDROID-F,36,FDA dataset
310,SEPTI-SOFT,33,FDA dataset
1460,NEO-CORTEF,33,FDA dataset
404,CU-7,33,FDA dataset
578,TZ-3,33,FDA dataset
769,IFEX,33,FDA dataset
1441,CAP-PROFEN,33,FDA dataset
1440,TAB-PROFEN,33,FDA dataset
1685,NEO-FRADIN,33,FDA dataset
2007,ONFI,33,FDA dataset
2145,FLAC,33,FDA dataset
330,FUDR,33,FDA dataset
2268,OFEV,33,FDA dataset
106,SOLU-CORTEF,31,FDA dataset
1670,GONAL-F RFF,31,FDA dataset
940,ZYFLO,29,FDA dataset
1804,SYMFI,29,FDA dataset
2107,FOLEX,29,FDA dataset
626,TEN-K,29,FDA dataset
2148,MYFED,29,FDA dataset
1825,AK-FLUOR 25%,29,FDA dataset
1824,AK-FLUOR 10%,29,FDA dataset
747,FML-S,29,FDA dataset
2041,TRI-PREVIFEM,29,FDA dataset
531,RUFEN,29,FDA dataset
793,GEREF,29,FDA dataset
1785,ANCEF,29,FDA dataset
86,8-MOP,29,FDA dataset
1335,Q-PAM,29,FDA dataset
555,K-TAB,29,FDA dataset
107,DELTA-CORTEF,29,FDA dataset
2219,IXIFI,29,FDA dataset
1847,MD-76,29,FDA dataset
1544,FULVICIN-U/F,29,FDA dataset
1960,REBIF,29,FDA dataset
1848,MD-60,29,FDA dataset
975,FROVA,29,FDA dataset
1072,VFEND,29,FDA dataset
2322,FIASP,29,FDA dataset
413,INFED,29,FDA dataset
1849,MD-50,29,FDA dataset
210,ETRAFON-FORTE,27,FDA dataset
98,NESACAINE-MPF,27,FDA dataset
948,PROVENTIL-HFA,27,FDA dataset
2008,TRI-LEGEST FE,27,FDA dataset
2171,POLOCAINE-MPF,27,FDA dataset
1900,LO-BLISOVI FE,27,FDA dataset
635,AMINOSYN-PF 7%,25,FDA dataset
1890,BETA-2,25,FDA dataset
4,LORFAN,25,FDA dataset
2351,XOFIGO,25,FDA dataset
1373,T-STAT,25,FDA dataset
409,PRE-OP,25,FDA dataset
832,HALFAN,25,FDA dataset
751,ZOFRAN,25,FDA dataset
1497,CEFTIN,25,FDA dataset
1673,VIRA-A,25,FDA dataset
638,OCUFEN,25,FDA dataset
1369,KEFLET,25,FDA dataset
1337,E-BASE,25,FDA dataset
2208,E-Z-HD,25,FDA dataset
2062,T-PHYL,25,FDA dataset
621,NAFTIN,25,FDA dataset
1723,HI-COR,25,FDA dataset
1421,NEO-RX,25,FDA dataset
1690,CEFZIL,25,FDA dataset
1695,SEFFIN,25,FDA dataset
991,FEMARA,25,FDA dataset
253,EFUDEX,25,FDA dataset
607,SSD AF,25,FDA dataset
17,SULFUR,25,FDA dataset
1083,FEMHRT,25,FDA dataset
790,ZOLOFT,25,FDA dataset
1407,CO-LAV,25,FDA dataset
1404,LEVO-T,25,FDA dataset
1401,FORTEO,25,FDA dataset
1636,KEFTAB,25,FDA dataset
1382,FUZEON,25,FDA dataset
5,PBZ-SR,25,FDA dataset
1598,FLUXID,25,FDA dataset
2071,U-CORT,25,FDA dataset
1467,PRECEF,25,FDA dataset
348,NOR-QD,25,FDA dataset
2059,FEMCET,25,FDA dataset
897,CAFCIT,25,FDA dataset
1938,JAKAFI,25,FDA dataset
1811,AFAXIN,25,FDA dataset
62,CORTEF,25,FDA dataset
1535,FORTAZ,25,FDA dataset
314,SLOW-K,25,FDA dataset
913,FAMVIR,25,FDA dataset
1852,FABIOR,25,FDA dataset
962,FLOMAX,25,FDA dataset
1826,FANAPT,25,FDA dataset
1540,PRED-G,25,FDA dataset
2004,AUVI-Q,25,FDA dataset
441,AN-MAA,25,FDA dataset
2114,ZYFREL,25,FDA dataset
194,THAM-E,25,FDA dataset
932,FLOLAN,25,FDA dataset
2312,LUMIFY,25,FDA dataset
1846,SOMOPHYLLIN-DF,25,FDA dataset
2086,IDHIFA,25,FDA dataset
1533,CEFMAX,25,FDA dataset
393,FASTIN,25,FDA dataset
486,FORANE,25,FDA dataset
1753,KEFLEX,25,FDA dataset
766,FLOXIN,25,FDA dataset
1922,H-CORT,25,FDA dataset
765,AMINOSYN-HF 8%,25,FDA dataset
2129,FLUTEX,25,FDA dataset
699,MD-76R,25,FDA dataset
1672,KEFLIN,25,FDA dataset
1512,KEFZOL,25,FDA dataset
425,NALFON,25,FDA dataset
199,FOVANE,25,FDA dataset
2111,SPRX-3,25,FDA dataset
1517,OFORTA,25,FDA dataset
1992,TBO-FILGRASTIM,25,FDA dataset
680,FLAREX,25,FDA dataset
303,DELFEN,25,FDA dataset
132,FLAGYL,25,FDA dataset
659,COLYTE-FLAVORED,24,FDA dataset
1999,ZIV-AFLIBERCEPT,24,FDA dataset
740,AMINOSYN-PF 10%,24,FDA dataset
2227,FILGRASTIM-AAFI,24,FDA dataset
1654,KEFUROX,22,FDA dataset
1994,XIAFLEX,22,FDA dataset
1643,GENGRAF,22,FDA dataset
2097,FLUOCET,22,FDA dataset
1637,RIFADIN,22,FDA dataset
619,ALFENTA,22,FDA dataset
624,FEMSTAT,22,FDA dataset
1615,EFFIENT,22,FDA dataset
1907,UNI-DUR,22,FDA dataset
1579,NEO-DELTA-CORTEF,22,FDA dataset
2106,HY-PHEN,22,FDA dataset
201,NORFLEX,22,FDA dataset
653,SARAFEM,22,FDA dataset
1571,EGRIFTA,22,FDA dataset
1560,OMNICEF,22,FDA dataset
391,ACTIN-N,22,FDA dataset
540,MICRO-K,22,FDA dataset
2090,LO-TROL,22,FDA dataset
1801,ULESFIA,22,FDA dataset
1755,ERY-TAB,22,FDA dataset
1784,FENTORA,22,FDA dataset
2057,SULF-15,22,FDA dataset
2056,SLO-BID,22,FDA dataset
2055,DI-ATRO,22,FDA dataset
1861,FARXIGA,22,FDA dataset
427,AN-DTPA,22,FDA dataset
482,NOVAFED,22,FDA dataset
2034,DILT-CD,22,FDA dataset
519,FACTREL,22,FDA dataset
430,FLORONE,22,FDA dataset
1805,FIRAZYR,22,FDA dataset
2032,VYFEMLA,22,FDA dataset
1808,FEMOGEN,22,FDA dataset
1818,PRE-PEN,22,FDA dataset
1833,EXFORGE,22,FDA dataset
327,RETIN-A,22,FDA dataset
1840,INNOFEM,22,FDA dataset
505,AMINOSYN-RF 5.2%,22,FDA dataset
520,CIS-MDP,22,FDA dataset
1894,FLUONID,22,FDA dataset
539,HALOG-E,22,FDA dataset
1886,BOSULIF,22,FDA dataset
1686,DURICEF,22,FDA dataset
558,SECRETIN-FERRING,22,FDA dataset
1697,RAPAFLO,22,FDA dataset
1711,KAFOCIN,22,FDA dataset
259,LIDEX-E,22,FDA dataset
2075,Q-GESIC,22,FDA dataset
434,MOTOFEN,22,FDA dataset
2072,BETA-HC,22,FDA dataset
1986,FYCOMPA,22,FDA dataset
534,TATUM-T,22,FDA dataset
1727,NOXAFIL,22,FDA dataset
1973,DIFICID,22,FDA dataset
1975,TEFLARO,22,FDA dataset
1733,THEO-24,22,FDA dataset
527,AFRINOL,22,FDA dataset
525,FLUIDIL,22,FDA dataset
521,FELDENE,22,FDA dataset
2066,H.R.-50,22,FDA dataset
1201,SULFOSE,22,FDA dataset
800,OCUFLOX,22,FDA dataset
