36829,ADVIL 200,100,Swissmedic
36810,ADVIL 400,89,Swissmedic
37125,ADVIL 200 LIQUA,75,Swissmedic
9652,ANDRYL 200,74,RxNorm
5849,ADVIL PM,71,FDA dataset
9123,ADVIL,71,"RxNorm, FDA dataset"
34944,TARIVID 200,70,Swissmedic
1473,TRIAVIL 2-10,67,FDA dataset
35924,DIVIGEL 0,67,Swissmedic
37209,ADVIL 400 LIQUA,67,Swissmedic
37443,DACIN 200,67,Swissmedic
34471,PRAXILENE 200,64,Swissmedic
35796,DYNAMUCIL 200,64,Swissmedic
36734,ALGIFOR-L 200,64,Swissmedic
9205,ACITAK 200,63,RxNorm
1237,ALDORIL 25,63,FDA dataset
33168,HAVRIX 720,63,Swissmedic
25164,VITADIL 2A,63,RxNorm
40223,VPRIV 200 U,60,Swissmedic
34472,DOLOCYL 200,60,Swissmedic
35478,DOXYSOL 200,60,Swissmedic
5616,STALEVO 200,60,FDA dataset
1238,ALDORIL D30,60,FDA dataset
1239,ALDORIL D50,60,FDA dataset
36433,APROVEL 300,60,Swissmedic
743,ADDERALL 20,60,FDA dataset
36953,EVIT 800,59,Swissmedic
36089,EVIT 600,59,Swissmedic
5239,DOXY 200,59,FDA dataset
42157,UPTRAVI 200 MCG,58,Swissmedic
35938,LAMICTAL 200 MG,58,Swissmedic
34251,DOGMATIL 200 MG,58,Swissmedic
36621,SERACTIL 200 MG,58,Swissmedic
37754,FLUCAZOL 200,57,Swissmedic
34312,DE-URSIL 300,57,Swissmedic
40805,JAKAVI 20 MG,57,Swissmedic
43391,JIVI 2000 IE,57,Swissmedic
1472,TRIAVIL 4-10,57,FDA dataset
34500,IOPAMIRO 200,57,Swissmedic
1010,MANNITOL 20%,57,FDA dataset
25168,VITAL E- 500,57,RxNorm
1475,TRIAVIL 4-50,57,FDA dataset
1474,TRIAVIL 4-25,57,FDA dataset
1471,TRIAVIL 2-25,57,FDA dataset
42271,IDELVION 2000 IU,56,Swissmedic
42162,UPTRAVI 1200 MCG,56,Swissmedic
35925,DIVIGEL 1,56,Swissmedic
6301,DILOR-400,56,FDA dataset
42808,LEVINA 20,56,Swissmedic
33914,NASIVIN 0,56,Swissmedic
35171,AULIN 100,56,Swissmedic
35343,TARIVID I.V. 200,56,Swissmedic
37442,DACIN 100,56,Swissmedic
